X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,key_resp_5.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text,key_resp_4.rt
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,0,0.58348,,8,0,8,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.534025,,9,0,9,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f24.png,Stimuli/f142.png,,,,f,0,1.548555,,10,0,10,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f15.png,Stimuli/f24.png,,,,f,0,0.402195,,11,0,11,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.38021,,12,0,12,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.35085,,13,0,13,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,0.44555,,14,0,14,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,1,0.967735,space,15,0,15,0,1,0.035175,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f131.png,Stimuli/f15.png,,,,f,0,0.717275,,16,0,16,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.50167,,17,0,17,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/f24.png,Stimuli/f15.png,,,,f,0,0.83108,space,18,0,18,0,1,0.05168,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f15.png,Stimuli/f142.png,,,,f,0,0.611235,,19,0,19,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.42826,,20,0,20,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f142.png,Stimuli/f24.png,,,,f,0,0.41941,,21,0,21,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.40442,,22,0,22,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.461025,,23,0,23,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f24.png,Stimuli/f131.png,,,,f,0,0.414215,,24,0,24,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,1,0.61715,,25,0,25,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f15.png,Stimuli/f142.png,,,,f,0,0.431885,,26,0,26,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.67899,,27,0,27,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.535335,,28,0,28,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.643735,,29,0,29,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f131.png,Stimuli/f24.png,,,,f,0,0.418355,,30,0,30,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.801365,space,31,0,31,0,1,0.27752,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f15.png,Stimuli/f24.png,,,,f,0,0.547835,,32,0,32,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.46708,,33,0,33,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.39942,,34,0,34,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/f15.png,Stimuli/f131.png,,,,f,0,0.8268,space,35,0,35,0,1,0.31818,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.643205,,36,0,36,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f24.png,Stimuli/f142.png,,,,f,0,0.443825,,37,0,37,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f131.png,Stimuli/f24.png,,,,f,0,0.358695,,38,0,38,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.545225,,39,0,39,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f24.png,Stimuli/f131.png,,,,f,0,0.46687,,40,0,40,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.434495,,41,0,41,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.467405,,42,0,42,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/f142.png,Stimuli/f131.png,,,,f,0,0.8542,space,43,0,43,0,1,0.10981,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/f131.png,Stimuli/f142.png,,,,f,0,0.91786,,44,0,44,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,1.049355,space,45,0,45,0,1,0.460705,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.844895,,46,0,46,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/f142.png,Stimuli/f15.png,,,,f,0,0.68459,,47,0,47,0,1,,,,,,,,feat_face,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,feat_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,f,0,1.133735,,0,0,0,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.761285,,1,0,1,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,f,0,0.42747,,2,0,2,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,f,0,0.65058,,3,0,3,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.65014,,4,0,4,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,space,j,0,0.50067,,5,0,5,0,1,,0.130525,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,j,0,0.55322,,6,0,6,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,j,1,0.48509,,7,0,7,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,f,0,0.64782,,8,0,8,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,j,1,0.301805,,9,0,9,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.784895,,10,0,10,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,0.43715,,11,0,11,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,j,1,0.32847,,12,0,12,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,f,0,0.63453,,13,0,13,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.818605,space,14,0,14,0,1,0.033855,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,f,0,0.381035,,15,0,15,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.568105,,16,0,16,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.38422,,17,0,17,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.41085,,18,0,18,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.62686,,19,0,19,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,j,1,0.586435,,20,0,20,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,j,0,0.676825,,21,0,21,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,space,,j,1,0.88421,,22,0,22,0,1,,,,,,,,conf_haus,,0.151745
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,j,1,0.500725,,23,0,23,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.30075,,24,0,24,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,f,0,0.618075,,25,0,25,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.33389,,26,0,26,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,0.25,,27,0,27,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.71643,space,28,0,28,0,1,0.232155,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,j,1,0.44376,,29,0,29,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.514365,,30,0,30,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,f,0,0.48754,,31,0,31,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,j,1,0.585465,,32,0,32,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,0.83444,,33,0,33,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.47736,,34,0,34,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,f,0,0.64995,,35,0,35,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,f,0,0.334505,,36,0,36,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,j,0,0.694685,,37,0,37,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,j,1,0.463585,,38,0,38,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.2928,,39,0,39,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.53436,,40,0,40,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,0.41752,,41,0,41,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,f,0,0.570765,,42,0,42,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.434285,,43,0,43,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,1,-0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,space,j,1,0.828645,,44,0,44,0,1,,0.150335,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,-0.20374688,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.582795,,45,0,45,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,f,0,0.43046,,46,0,46,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,0,0.20374688,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.470575,,47,0,47,0,1,,,,,,,,conf_haus,,
,,,,,,,,,,,,,,,,,,,,,,,,,MG,4,2,2020-11-15_22h32.34.325,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,conf_haus,Designs/instructions_haus_1234.png,
