X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_fix_resp_fast.rt,prac_resp2.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text,fix_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.86649,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,3.7653,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,4.0331,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.91485,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,8.99635,,0,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,f,0,7.75088,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,7.93183,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,3.20152,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,1.46707,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,2.21782,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,feat_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,j,0,11.04824,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/edmd.png,Stimuli/eimd.png,conf_face,f,0,1.91688,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,2.42118,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/eimd.png,Stimuli/eomu.png,conf_face,f,0,1.5478,,0,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,j,0,2.36804,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eomu.png,Stimuli/eimd.png,conf_face,f,0,1.06292,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eumu.png,Stimuli/eomu.png,conf_face,j,1,1.25417,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,2.015745,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,j,0,2.315795,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,2.59942,,0,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eumu.png,Stimuli/eimd.png,conf_face,j,1,0.68117,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eomu.png,Stimuli/edmd.png,conf_face,f,0,2.30369,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/edmd.png,Stimuli/eumu.png,conf_face,f,0,1.121465,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,1.784075,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,10.8786,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,2.87569,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/eimd.png,Stimuli/edmd.png,conf_face,f,0,9.430145,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eumu.png,Stimuli/edmd.png,conf_face,j,1,1.951155,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,1.23677,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eomu.png,Stimuli/eumu.png,conf_face,f,0,6.13989,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/edmd.png,Stimuli/eomu.png,conf_face,j,1,1.61233,,0,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,1.27084,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eimd.png,Stimuli/eumu.png,conf_face,j,1,0.856275,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,1.327995,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,conf_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,4.8526,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,conf_haus,f,0,6.57131,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,j,0,2.68138,,0,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,j,1,2.36848,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,f,0,1.383475,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,1.901945,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,2.32142,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,5.29862,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,j,1,1.243205,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,f,0,5.566085,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,f,0,2.400085,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,6.34822,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.95937,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,j,1,1.647835,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,1.002175,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,0.72885,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,j,1,2.44533,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,f,0,1.13496,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,2.19318,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,f,0,1.433645,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,1.499195,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,f,0,1.444345,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,2.167585,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,f,0,1.63213,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,1,conf_haus,Designs/instructions_haus_1234.png,
