X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp_fast.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text,fix_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,0.96535,space,0,21,0,21,0,1,,,,,,,,0.434975
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.59582,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,2.08529,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,conf_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,j,1,2.438175,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,2.339755,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.803645,,0,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,1.44962,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.57853,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,3.054415,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,1.628535,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,f,0,1.483935,space,1,7,0,7,0,1,,,,,,,,1.04836
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,1.55354,space,0,8,0,8,0,1,,,,,,,,0.425455
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.57306,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,1.60332,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,2.514485,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,1.65032,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,f,0,1.646875,space,1,13,0,13,0,1,,,,,,,,1.21102
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.297225,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.71485,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,f,0,1.8968,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,1.29911,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,f,0,1.783015,,0,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,2.086555,space,0,19,0,19,0,1,,,,,,,,1.30786
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.487265,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,f,0,3.37741,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,1.1961,space,0,22,0,22,0,1,,,,,,,,0.36176
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.50317,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,feat_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,1.555515,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,1.37745,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.178005,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.404575,,0,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.3232,space,0,4,0,4,0,1,,,,,,,,0.472765
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,1.34989,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.53415,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,2.086605,space,0,7,0,7,0,1,,,,,,,,0.355525
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.52882,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,2.282425,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.967825,space,1,10,0,10,0,1,,,,,,,,1.307055
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,1.708285,space,0,11,0,11,0,1,,,,,,,,0.16434
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.62029,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,1.553085,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.50286,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,1.540455,space,0,15,0,15,0,1,,,,,,,,0.4638
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.45615,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.43225,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,1.93628,,0,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,1.585605,space,0,19,0,19,0,1,,,,,,,,0.309505
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,1.589515,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,j,0,1.74146,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,1.61329,space,0,22,0,22,0,1,,,,,,,,0.326765
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.807035,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,feat_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/eumu.png,Stimuli/eomu.png,conf_face,j,1,1.964685,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,2.25636,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/edmd.png,Stimuli/eumu.png,conf_face,j,1,1.526425,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,2.961305,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/eomu.png,Stimuli/eimd.png,conf_face,j,1,2.24944,,0,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,2.13409,space,0,5,0,5,0,1,,,,,,,,0.910385
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/edmd.png,Stimuli/eomu.png,conf_face,j,1,1.36847,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/eumu.png,Stimuli/eimd.png,conf_face,j,1,1.725235,space,0,7,0,7,0,1,,,,,,,,0.25548
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,1.901495,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/eomu.png,Stimuli/edmd.png,conf_face,j,1,1.65836,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,1.676485,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,1.68259,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/eumu.png,Stimuli/edmd.png,conf_face,j,1,1.75674,space,0,12,0,12,0,1,,,,,,,,0.41673
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,1.8616,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,2.376405,space,0,14,0,14,0,1,,,,,,,,0.427185
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/eimd.png,Stimuli/eomu.png,conf_face,f,0,7.17189,space,0,15,0,15,0,1,,,,,,,,0.30355
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,0,Stimuli/eomu.png,Stimuli/eumu.png,conf_face,j,1,3.828085,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,j,0,2.3861,space,0,17,0,17,0,1,,,,,,,,0.361065
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/eimd.png,Stimuli/eumu.png,conf_face,f,0,1.62976,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/edmd.png,Stimuli/eimd.png,conf_face,f,0,1.75724,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/eimd.png,Stimuli/edmd.png,conf_face,j,1,1.45295,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,1,-0.199880756,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,1.61946,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,1.620595,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,1.28891,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,conf_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,4.192455,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,1.40382,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LK,1,1,2020-11-29_14h31.10.160,configural_featural,2020.2.4,Win32,60,1368,912,,,,,,,,,,,,,,,,,0,-0.199880756,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,j,1,1.44219,,1,2,0,2,0,1,,,,,,,,
