X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_fix_resp_fast.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp.rt,prac_resp.rt,prac_resp2.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,3.81822,space,0,7,0,7,0,1,0.671875,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,0.64797,space,0,8,0,8,0,1,0.33324,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.437905,space,0,9,0,9,0,1,0.66574,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,j,1,1.765225,space,1,10,0,10,0,1,0.397535,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,f,0,0.488235,space,0,11,0,11,0,1,0.60024,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,0.173625,space,0,12,0,12,0,1,0.546645,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,5.640865,space,1,13,0,13,0,1,0.38275,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,j,1,0.58951,space,0,14,0,14,0,1,0.60218,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,1.586875,space,0,15,0,15,0,1,0.346045,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.58366,space,0,16,0,16,0,1,1.53228,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,f,0,0.38922,space,1,17,0,17,0,1,0.648025,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,0.879375,space,0,18,0,18,0,1,0.469535,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.969805,space,0,19,0,19,0,1,0.397555,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,j,1,0.507495,space,0,20,0,20,0,1,0.63852,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.80565,space,1,21,0,21,0,1,0.680915,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,0.643325,space,0,22,0,22,0,1,0.41973,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,f,0,0.827425,space,0,23,0,23,0,1,0.451355,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,3.401085,space,0,0,0,0,0,1,0.38668,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,f,0,0.865185,space,0,1,0,1,0,1,0.380935,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,1.188245,space,1,2,0,2,0,1,0.3893,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,j,1,5.565905,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,9.90038,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,f,0,6.58674,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,f,0,1.95326,space,0,6,0,6,0,1,0.350315,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,conf_haus,j,1,1.33167,space,1,7,0,7,0,1,0.521625,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,0.851355,space,0,8,0,8,0,1,0.315845,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,0.550075,space,1,9,0,9,0,1,0.41897,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,j,1,1.118805,space,0,10,0,10,0,1,0.41298,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,0.502385,space,0,11,0,11,0,1,0.88244,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,0.461095,space,0,12,0,12,0,1,0.383275,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,f,0,0.91744,space,1,13,0,13,0,1,0.36574,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,j,1,0.699725,space,0,14,0,14,0,1,0.36783,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,1.216445,space,0,15,0,15,0,1,0.368235,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,j,1,0.663075,space,0,16,0,16,0,1,0.348835,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,0.719005,space,0,17,0,17,0,1,0.390545,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,1.20435,space,1,18,0,18,0,1,0.405865,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,f,0,0.43591,space,0,19,0,19,0,1,0.41141,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,0.731445,space,1,20,0,20,0,1,0.434325,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,0.71783,space,0,21,0,21,0,1,0.40182,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,j,1,0.821855,space,0,22,0,22,0,1,0.383835,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,f,0,1.73281,space,0,23,0,23,0,1,0.42361,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,j,0,3.828745,space,0,0,0,0,0,1,0.60325,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eomu.png,Stimuli/eimd.png,conf_face,f,0,0.847315,space,0,1,0,1,0,1,0.29862,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,0.240185,space,1,2,0,2,0,1,1.21861,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/edmd.png,Stimuli/eomu.png,conf_face,f,0,0.87023,space,0,3,0,3,0,1,0.331505,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,j,0,0.570185,space,0,4,0,4,0,1,0.38248,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eomu.png,Stimuli/eumu.png,conf_face,f,0,0.375385,space,0,5,0,5,0,1,0.31854,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eomu.png,Stimuli/edmd.png,conf_face,j,1,0.67072,space,0,6,0,6,0,1,0.489615,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,j,0,0.399945,space,1,7,0,7,0,1,0.38518,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eumu.png,Stimuli/edmd.png,conf_face,f,0,0.52148,space,0,8,0,8,0,1,0.381765,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/edmd.png,Stimuli/eimd.png,conf_face,f,0,6.30783,space,0,9,0,9,0,1,0.3768,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,0.665655,space,1,10,0,10,0,1,0.41421,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,1.765315,space,0,11,0,11,0,1,0.36891,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eimd.png,Stimuli/eumu.png,conf_face,j,1,0.49988,space,0,12,0,12,0,1,0.35177,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eimd.png,Stimuli/edmd.png,conf_face,j,1,2.36829,space,0,13,0,13,0,1,0.403565,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,1.684935,space,1,14,0,14,0,1,0.38045,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eimd.png,Stimuli/eomu.png,conf_face,j,1,1.389015,space,0,15,0,15,0,1,0.38506,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,0.505565,space,0,16,0,16,0,1,0.387955,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,0.58557,space,1,17,0,17,0,1,0.435665,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,1.066535,space,0,18,0,18,0,1,0.371165,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/edmd.png,Stimuli/eumu.png,conf_face,j,1,0.74725,space,0,19,0,19,0,1,0.40783,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,1,0.193623619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,0.881365,space,1,20,0,20,0,1,0.404325,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,j,0,0.70963,space,0,21,0,21,0,1,0.397935,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eumu.png,Stimuli/eomu.png,conf_face,f,0,0.70028,space,0,22,0,22,0,1,0.3717,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,0,0.193623619,0,Stimuli/eumu.png,Stimuli/eimd.png,conf_face,j,1,1.06922,space,0,23,0,23,0,1,0.34913,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,dt,4,3,2020-12-01_15h06.32.323,configural_featural,2020.2.4,MacIntel,60,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,1,conf_face,Designs/instructions_face_1234.png
