X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.rt,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_resp2.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp_fast.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/eumu.png,Stimuli/eumu.png,j,0,1.792795,,23,0,23,0,1,,,,,,,conf_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,conf_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,f,0,2.425925,,0,0,0,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,f,0,1.76145,,1,0,1,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,j,0,0.98378,,2,0,2,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,f,1,0.912595,,3,0,3,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,f,0,1.08333,,4,0,4,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,j,0,1.5654,,5,0,5,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,f,1,1.240155,,6,0,6,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,f,0,1.049825,,7,0,7,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,f,1,0.880775,,8,0,8,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,f,0,1.915845,,9,0,9,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,j,0,1.55869,,10,0,10,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,f,0,2.1801,,11,0,11,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,f,0,2.14589,,12,0,12,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,j,0,1.1951,,13,0,13,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,f,0,1.44728,,14,0,14,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,j,0,1.229755,,15,0,15,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,f,1,1.296885,,16,0,16,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,j,1,0.882035,,17,0,17,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,f,1,2.421525,,18,0,18,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,j,0,2.053555,,19,0,19,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,j,1,2.158415,,20,0,20,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,f,0,4.853545,,21,0,21,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,f,0,1.042485,,22,0,22,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,j,0,1.26088,,23,0,23,0,1,,,,,,,conf_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f15.png,Stimuli/f131.png,j,1,1.90367,,0,0,0,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f142.png,Stimuli/f142.png,f,1,2.54725,,1,0,1,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f24.png,Stimuli/f24.png,j,0,1.38465,,2,0,2,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f131.png,Stimuli/f24.png,j,1,1.433465,,3,0,3,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f142.png,Stimuli/f131.png,f,0,0.941775,,4,0,4,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f15.png,Stimuli/f15.png,f,1,2.22866,,5,0,5,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,0,Stimuli/f24.png,Stimuli/f131.png,j,1,0.829285,,6,0,6,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f131.png,Stimuli/f131.png,f,1,0.552535,,7,0,7,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f142.png,Stimuli/f142.png,j,0,1.68352,,8,0,8,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f131.png,Stimuli/f15.png,j,1,1.23052,,9,0,9,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f131.png,Stimuli/f142.png,j,1,1.529655,,10,0,10,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/f15.png,Stimuli/f15.png,f,1,1.219145,space,11,0,11,0,1,0.03051,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f131.png,Stimuli/f131.png,f,1,0.78223,,12,0,12,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f24.png,Stimuli/f24.png,j,0,0.96896,,13,0,13,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f142.png,Stimuli/f15.png,j,1,1.080365,,14,0,14,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f131.png,Stimuli/f131.png,j,0,2.20968,,15,0,15,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f24.png,Stimuli/f142.png,j,1,0.81459,,16,0,16,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f24.png,Stimuli/f15.png,j,1,2.27937,,17,0,17,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f142.png,Stimuli/f24.png,j,1,1.17189,,18,0,18,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f15.png,Stimuli/f15.png,j,0,1.184235,,19,0,19,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f15.png,Stimuli/f24.png,j,1,1.12989,,20,0,20,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/f142.png,Stimuli/f142.png,f,1,1.75187,,21,0,21,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/f15.png,Stimuli/f142.png,j,1,1.200745,space,22,0,22,0,1,0.001005,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/f24.png,Stimuli/f24.png,j,0,1.116635,,23,0,23,0,1,,,,,,,feat_face,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,f,0,3.514365,,0,0,0,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,j,1,1.197375,,1,0,1,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,j,0,0.873075,,2,0,2,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,f,1,2.211325,,3,0,3,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,f,1,1.1987,,4,0,4,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,f,0,1.04912,,5,0,5,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,j,0,1.56917,,6,0,6,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,j,1,0.879385,,7,0,7,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,j,1,0.74947,,8,0,8,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,j,1,1.377205,,9,0,9,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,j,0,0.963385,,10,0,10,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,f,1,1.0756,,11,0,11,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,f,1,1.186245,,12,0,12,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,f,1,2.07753,,13,0,13,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,j,1,0.98323,,14,0,14,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,j,1,1.890745,,15,0,15,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,f,1,1.034425,,16,0,16,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,j,1,2.24963,,17,0,17,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,j,1,0.88252,,18,0,18,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,1,-0.1833376,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,f,1,1.482765,,19,0,19,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,f,1,1.731795,,20,0,20,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,f,1,2.659875,,21,0,21,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,j,1,1.034905,space,22,0,22,0,1,0.236845,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,0,-0.1833376,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,f,0,1.862575,,23,0,23,0,1,,,,,,,feat_haus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,1,1,2020-11-20_14h08.02.638,configural_featural,2020.2.4,MacIntel,60,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,1,feat_haus,Designs/instructions_haus_1234.png
