trialNum,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,feat_face_loop.thisRepN,feat_face_loop.thisTrialN,feat_face_loop.thisN,feat_face_loop.thisIndex,conf_haus_loop.thisRepN,conf_haus_loop.thisTrialN,conf_haus_loop.thisN,conf_haus_loop.thisIndex,conf_face_loop.thisRepN,conf_face_loop.thisTrialN,conf_face_loop.thisN,conf_face_loop.thisIndex,feat_haus_loop.thisRepN,feat_haus_loop.thisTrialN,feat_haus_loop.thisN,feat_haus_loop.thisIndex,face_instructions.started,face_instructions.stopped,start_exp_press.keys,start_exp_press.rt,start_exp_press.started,start_exp_press.stopped,target_image1.started,target_image1.stopped,ISI_1.started,ISI_1.stopped,probe_image1.started,probe_image1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,haus_instructions.started,haus_instructions.stopped,start_run2.keys,start_run2.rt,start_run2.started,start_run2.stopped,target_image2.started,target_image2.stopped,probe_image2.started,probe_image2.stopped,ISI_2.started,ISI_2.stopped,target_image3.started,target_image3.stopped,probe_image3.started,probe_image3.stopped,ISI_3.started,ISI_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,s,0,0.11536810698453337,59.6749617769965,None,,,,,,,58.9908481350285,59.191579987003934,59.50791881803889,59.70838811801514,0.2112921066582203,0.5112921066582203,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
15,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,d,0,0.13297221902757883,60.493339031003416,None,,,,,,,59.807800205016974,60.01021338603459,60.338057011016645,60.541638809023425,0.19983993069035932,0.4998399306903593,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
16,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,s,0,0.04135005903663114,61.32504092302406,None,,,,,,,60.641426369023975,60.84170837502461,61.15796326805139,61.35830436501419,0.20869145268807188,0.5086914526880719,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
17,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,d,0,0.0833565829670988,62.07501287502237,None,,,,,,,61.391454015043564,61.59143431100529,61.90793568600202,62.10825672902865,0.20635471161222085,0.5063547116122209,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
18,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,d,0,0.2567433069925755,62.86005380703136,None,,,,,,,62.175135819008574,62.376617086003534,62.70468070101924,62.91005124000367,0.20776800269959494,0.507768002699595,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
19,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,d,0,0.3324647219851613,63.82605977001367,None,,,,,,,63.141513243026566,63.34152099402854,63.6579424260417,63.859980907000136,0.20512726565357298,0.505127265653573,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
20,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,s,0,0.04262724798172712,64.86004247999517,None,,,,,,,64.1747764100437,64.37493489700137,64.69085207401076,64.89338307402795,0.20876974862767383,0.5087697486276739,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
21,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,d,0,0.08483709499705583,65.60984877601732,None,,,,,,,64.92509233800229,65.12509155302541,65.44137486402178,65.64335689099971,0.21148854470811784,0.5114885447081179,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
22,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,d,0,0.33828309504315257,66.40843283099821,None,,,,,,,65.7248483330477,65.92507925099926,66.24135001603281,66.44412417302374,0.2058622956974432,0.5058622956974432,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
23,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,s,0,0.09946583502460271,67.46012310503284,None,,,,,,,66.77472091000527,66.9750465330435,67.29132747504627,67.49367018503835,0.20736930461134762,0.5073693046113477,,,,,,,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,67.5747764360276,None,space,0.8682533609680831,67.5747764360276,None,,,,,,,s,0,0.4420085339806974,69.16004914900986,None,,,,,,,,,,,,,68.47498983802507,68.67503580503399,68.99137045600219,69.19330325204646,0.21363567135995254,0.5136356713599526,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
1,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,s,0,0.3123208850156516,70.30835312901763,None,,,,,,,,,,,,,69.62473157001659,69.8249249740038,70.14138300699415,70.34166056005051,0.2012865186552517,0.5012865186552518,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
2,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,s,0,0.2643142419983633,71.32508708204841,None,,,,,,,,,,,,,70.64158066804521,70.84174981003162,71.15803359705023,71.35835632804083,0.20394820667570457,0.5039482066757046,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
3,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,s,0,0.3056845039827749,72.30983153404668,None,,,,,,,,,,,,,71.60760776902316,71.80811438005185,72.15467230801005,72.35810308204964,0.2138301606173627,0.5138301606173628,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
4,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,d,0,0.3461130929645151,73.3247633750434,None,,,,,,,,,,,,,72.64154371799668,72.84142992203124,73.15772646199912,73.3580307450029,0.19969897472765297,0.49969897472765296,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
5,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,d,0,0.1297581969993189,74.37477144901641,None,,,,,,,,,,,,,73.6913662099978,73.89144301402848,74.20770738302963,74.40818639902864,0.20502673060400411,0.5050267306040042,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
6,0,0,0,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,d,0,0.26602366904262453,75.22648778604344,None,,,,,,,,,,,,,74.54147808701964,74.74142487702193,75.05771984701278,75.25981294101803,0.21408480231184512,0.5140848023118452,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
7,0,0,0,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,d,0,0.32680043496657163,76.20810780004831,None,,,,,,,,,,,,,75.52478535100818,75.72480043099495,76.04117949504871,76.24145695305197,0.20255923765944317,0.5025592376594432,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
8,0,0,0,0,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,d,0,0.26505556202027947,77.24177744804183,None,,,,,,,,,,,,,76.55798452103045,76.75843893003184,77.0751598229981,77.27503488701768,0.20380328461760655,0.5038032846176066,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
9,0,0,0,0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,d,0,0.2895343580166809,78.225199661043,None,,,,,,,,,,,,,77.5434304040391,77.74185834004311,78.05771822400857,78.25843788904604,0.2122805136605166,0.5122805136605166,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
10,0,0,0,0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,d,0,0.28645386203425005,79.24338352202903,None,,,,,,,,,,,,,78.56087908701738,79.06661958200857,79.08825528103625,79.29185314202914,0.20365336665418,0.50365336665418,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
11,0,0,0,0,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,d,0,0.24889669398544356,80.25853453803575,None,,,,,,,,,,,,,79.57507529499708,79.77514747099485,80.09127292403718,80.29188878601417,0.20804239570861682,0.5080423957086169,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
12,0,0,0,0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,d,0,0.33855509699787945,81.22671047603944,None,,,,,,,,,,,,,80.54346890503075,81.05002473201603,81.07171808701241,81.27515252900776,0.21135202562436461,0.5113520256243647,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
13,0,0,0,0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,d,0,0.2579697989858687,82.27515929302899,None,,,,,,,,,,,,,81.5913194839959,81.79183522600215,82.1079647600418,82.30857827403815,0.19983816059539095,0.49983816059539093,check,001,2020_Sep_24_0203,config_feat_task,2020.2.4,None,
